"","ASV","Plant_Species","Compartment","Treatment","baseMean","log2FoldChange","lfcSE","stat","Domain","Phylum","Class","Order","Family","Genus"
"184","ASV_748","A. thaliana","Root","Caterpillar OS",13.7011235859851,-22.1819573425667,4.48612330549682,-4.94457147786983,"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix"
"185","ASV_1184","A. thaliana","Root","meJA 0.1mM",5.19907273636188,-25.3059813194979,3.99673900211705,-6.33165721006388,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"186","ASV_1165","A. thaliana","Root","meJA 0.1mM",6.97429288886953,21.8707210545234,3.99599960788391,5.4731539541129,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"187","ASV_415","A. thaliana","Root","meJA 1mM",12.4893032070831,-19.1327351958434,3.13779810008123,-6.09750359506819,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"188","ASV_1060","A. thaliana","Root","meJA 1mM",11.2227991676101,22.6971509431216,3.99626534843334,5.67959055872494,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"189","ASV_1063","A. thaliana","Root","Caterpillar OS",7.2618237802158,22.3934102992581,4.44800981979113,5.03447861100037,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"190","ASV_1067","A. thaliana","Root","Caterpillar OS",5.51305953126677,22.0945171106303,4.44847345963516,4.96676383732822,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"191","ASV_1184","A. thaliana","Root","Caterpillar OS",5.19907273636188,-19.6964551603726,4.4873555661259,-4.3893234824218,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"192","ASV_527","A. thaliana","Root","meJA 0.1mM",61.2540740689431,-20.387832544583,3.89939166815282,-5.22846491956548,"Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea"
"193","ASV_1447","A. thaliana","Root","meJA 1mM",13.9385014092237,22.7024454969759,3.99592898317788,5.6813936365108,"Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea"
"194","ASV_527","A. thaliana","Root","Caterpillar OS",61.2540740689431,-20.2453785823687,4.37855428072056,-4.62375873048146,"Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea"
"195","ASV_224","A. thaliana","Root","meJA 0.1mM",15.3407136579157,-22.777101110366,3.65643392264955,-6.22932113425452,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"196","ASV_235","B. oleracea","Root","meJA 0.1mM",7.36834381932345,21.561200223218,4.27260365980363,5.04638434546698,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"197","ASV_755","A. thaliana","Soil","meJA 0.1mM",8.87547192391194,22.2589060265175,4.16583791780321,5.34320020742798,"Bacteria","Firmicutes","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium"
"198","ASV_979","B. oleracea","Root","meJA 0.1mM",7.16826543788514,-22.335084740948,4.27327866363516,-5.22668576028416,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"199","ASV_979","B. oleracea","Root","meJA 1mM",7.16826543788514,-22.3314817724903,4.27327866363516,-5.22584262115345,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"200","ASV_207","B. oleracea","Root","meJA 0.1mM",7.16275425071816,20.5723139657439,4.28927554169661,4.79622112539933,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"201","ASV_207","B. oleracea","Root","Caterpillar OS",7.16275425071816,15.85498762968,4.32271074508227,3.66783450586358,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"202","ASV_437","A. thaliana","Root","meJA 1mM",29.7838133030001,21.1383884157538,3.99686195398258,5.28874618616512,"Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Scopulibacillus"
"203","ASV_1026","A. thaliana","Root","meJA 1mM",8.71353289479597,18.9375936545949,4.0052688548396,4.72817040277146,"Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Scopulibacillus"
"204","ASV_437","A. thaliana","Root","Caterpillar OS",29.7838133030001,23.0816360035682,4.4470448846364,5.19033124295874,"Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Scopulibacillus"
"205","ASV_1026","A. thaliana","Root","Caterpillar OS",8.71353289479597,21.453154098227,4.44808530294236,4.82300869635661,"Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Scopulibacillus"
"206","ASV_772","A. thaliana","Root","meJA 1mM",14.0544356873851,-22.9289720275448,3.99532650286507,-5.73894824643301,"Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41"
"207","ASV_772","A. thaliana","Root","Caterpillar OS",14.0544356873851,-22.3289160395494,4.48609756673502,-4.97735854100035,"Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41"
"208","ASV_1327","A. thaliana","Root","meJA 1mM",15.5356213623639,22.7213577392893,3.99578470597852,5.68633182495881,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"209","ASV_896","A. thaliana","Root","meJA 1mM",13.7109387634023,21.9776011860135,3.99595034019497,5.49996854689171,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"210","ASV_1273","A. thaliana","Root","meJA 0.1mM",4.23657816026044,-21.5464472920335,3.99694742682499,-5.39072571918943,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Aetherobacter"
"211","ASV_1273","A. thaliana","Root","meJA 1mM",4.23657816026044,-20.991422273175,3.99694742682499,-5.25186349269792,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Aetherobacter"
"212","ASV_1273","A. thaliana","Root","Caterpillar OS",4.23657816026044,-20.9687075349164,4.48754120102068,-4.67264958595747,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Aetherobacter"
"213","ASV_568","A. thaliana","Root","meJA 1mM",24.5018581623399,21.9350312628171,3.73671771419258,5.87013334710961,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a"
"214","ASV_1043","A. thaliana","Root","meJA 1mM",6.73620448769186,-23.1681272370283,3.99611926893077,-5.79765659577707,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a"
"215","ASV_356","A. thaliana","Root","meJA 1mM",42.8978240596084,18.5032706668284,4.01345560411425,4.61030904337409,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a"
"216","ASV_356","A. thaliana","Root","Caterpillar OS",42.8978240596084,24.4409758483919,4.44680328771124,5.49630245977703,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a"
"217","ASV_568","A. thaliana","Root","Caterpillar OS",24.5018581623399,22.0223711465152,4.15644429231882,5.29836793126588,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a"
"218","ASV_1043","A. thaliana","Root","Caterpillar OS",6.73620448769186,-20.9377112394282,4.48680360833837,-4.6665094056083,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a"
"219","ASV_252","A. thaliana","Root","meJA 1mM",90.1409238536078,24.9661349677785,3.99474268216241,6.24974796981516,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales"
"220","ASV_1360","A. thaliana","Root","Caterpillar OS",4.81151514271967,21.9304033400754,4.44875296546679,4.92956194922689,"Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","uncultured"
"221","ASV_1369","A. thaliana","Root","Caterpillar OS",4.5887598120382,21.7240360414816,4.44886057869614,4.88305615723487,"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","RBG-13-54-9","RBG-13-54-9"
"222","ASV_1713","A. thaliana","Root","Caterpillar OS",3.07402356340423,21.2312392688101,4.44999978929312,4.77106523013627,"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","RBG-13-54-9","RBG-13-54-9"
"223","ASV_876","A. thaliana","Root","meJA 1mM",36.5885661992122,24.6350623480751,3.9950601722608,6.16638080175253,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)","Granulicella"
"224","ASV_523","A. thaliana","Root","Caterpillar OS",25.6263277320999,-18.2503927652148,3.07509383680157,-5.93490596833206,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacter"
